_id;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
608;0;1;0;0;1;0;0;1;1;0;0;0,3876354886353105;;376,0;998,0;975,0;51,0;176,0;998,0;975,0;176,0;51,0;998,0;975,0;51,0;176,0;998,0;59,0;51,0;242,0;998,0;975,0;176,0;51,0;998,0;975,0;176,0;51,0;998,0;975,0;51,0;176,0;998,0;59,0;242,0;51,0;998,0;975,0;242,0;51,0;998,0;975,0;242,0;176,0
609;0;1;0;1;0;1;1;1;1;1;0;0,4714392777324426;;;637,0;;572,0;784,0;598,0;;25,0;899,0;598,0;14,0;899,0;25,0;598,0;14,0;899,0;899,0;598,0;14,0;572,0;25,0;637,0;14,0;899,0;25,0;637,0;14,0;899,0;25,0;637,0;;572,0;25,0;598,0;;25,0;899,0;598,0;14,0;899,0;572,0
610;1;1;0;1;0;1;0;0;0;0;0;0,24717148964704666;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;714,0;721,0;721,0;721,0;714,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0;721,0
611;0;0;0;1;0;0;0;0;0;0;0;0,2513327813703369;;;989,0;;;;;;;;989,0;;;;989,0;;;;;;;;;;;;989,0;;;;989,0;;;;989,0;;;;;;;
612;1;0;1;0;1;0;0;0;1;0;0;0,3677781168186797;;;489,0;489,0;;123,0;489,0;489,0;;689,0;489,0;489,0;;717,0;489,0;489,0;;338,0;489,0;489,0;;338,0;489,0;489,0;;329,0;489,0;489,0;;123,0;489,0;489,0;;;489,0;489,0;;689,0;489,0;489,0;796,0;689,0
613;0;0;1;0;1;0;0;0;1;0;0;0,35904811638553363;;298,0;;937,0;;;;937,0;;;;937,0;;;;937,0;;;;937,0;;;;937,0;;;;937,0;;;;937,0;;;;937,0;;;;937,0;;
614;1;0;0;1;1;1;0;1;0;1;1;0,352879731461887;;192,0;342,0;828,0;971,0;971,0;66,0;333,0;971,0;971,0;342,0;828,0;971,0;971,0;342,0;828,0;971,0;971,0;342,0;828,0;971,0;971,0;342,0;828,0;971,0;971,0;342,0;875,0;971,0;971,0;342,0;333,0;971,0;971,0;342,0;828,0;971,0;971,0;342,0;828,0;971,0;971,0
615;1;1;1;1;0;0;0;0;1;1;0;0,404610543374596;;372,0;94,0;94,0;56,0;430,0;94,0;929,0;56,0;56,0;94,0;94,0;430,0;436,0;94,0;929,0;430,0;436,0;94,0;372,0;323,0;323,0;372,0;94,0;323,0;56,0;94,0;94,0;430,0;323,0;94,0;929,0;430,0;56,0;372,0;94,0;430,0;430,0;94,0;372,0;430,0;56,0
616;1;0;0;0;0;0;0;0;0;0;1;0,265107026032101;;949,0;395,0;449,0;452,0;452,0;753,0;449,0;452,0;452,0;395,0;449,0;452,0;452,0;395,0;449,0;452,0;452,0;449,0;449,0;452,0;452,0;449,0;449,0;452,0;452,0;753,0;449,0;452,0;452,0;395,0;449,0;452,0;452,0;395,0;449,0;452,0;452,0;395,0;449,0;452,0;452,0
617;0;0;0;1;1;0;0;0;0;1;1;0,2721919931943924;;517,0;254,0;958,0;996,0;502,0;254,0;958,0;502,0;996,0;254,0;958,0;502,0;502,0;254,0;958,0;502,0;996,0;254,0;958,0;996,0;996,0;254,0;958,0;996,0;996,0;254,0;958,0;502,0;996,0;254,0;958,0;502,0;502,0;254,0;958,0;996,0;996,0;254,0;958,0;996,0;996,0
618;1;1;1;1;1;0;0;0;0;0;0;0,2323096853452964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;0;1;0;1;0;1;1;0;0;0;0;0,24601253845599705;;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0;705,0;;705,0;705,0
620;1;0;0;1;1;1;1;0;1;0;0;0,3640797475131757;;;;;;;;;;;;;;;;;;;;;;;;30,0;;;;;;;;;;;;;;;;;;
621;0;0;1;1;1;0;0;0;1;0;1;0,3512188209882125;547,0;180,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;180,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0;547,0;180,0;547,0;547,0
622;1;1;1;0;0;1;1;1;1;1;0;0,5046958336353283;;562,0;630,0;141,0;848,0;848,0;141,0;141,0;133,0;848,0;630,0;141,0;133,0;133,0;653,0;141,0;133,0;848,0;141,0;141,0;133,0;305,0;141,0;141,0;848,0;133,0;141,0;141,0;133,0;848,0;141,0;141,0;848,0;848,0;141,0;141,0;133,0;848,0;141,0;141,0;848,0;133,0
623;1;0;0;0;1;0;1;1;1;0;1;0,4304354170510343;;349,0;349,0;754,0;221,0;71,0;349,0;754,0;993,0;221,0;349,0;754,0;839,0;577,0;349,0;413,0;221,0;221,0;431,0;754,0;993,0;221,0;349,0;754,0;221,0;221,0;349,0;754,0;221,0;221,0;349,0;754,0;839,0;221,0;349,0;754,0;221,0;221,0;349,0;754,0;221,0;993,0
624;1;1;0;1;1;0;1;0;1;0;0;0,3287981084132923;;583,0;;946,0;;;583,0;583,0;;;;946,0;;;583,0;583,0;;;;583,0;;;;946,0;;;583,0;583,0;;;583,0;583,0;;;;583,0;;;;583,0;;
625;1;0;0;1;0;0;0;0;1;0;0;0,3676378993946869;;29,0;29,0;29,0;283,0;283,0;989,0;29,0;283,0;283,0;29,0;978,0;283,0;283,0;29,0;29,0;283,0;283,0;29,0;978,0;283,0;283,0;29,0;978,0;283,0;283,0;29,0;978,0;283,0;283,0;29,0;978,0;283,0;283,0;29,0;978,0;283,0;283,0;989,0;978,0;283,0;283,0
626;1;1;1;0;1;0;0;0;1;1;1;0,39009485941553207;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0;880,0;531,0;880,0;880,0
627;0;1;1;1;1;0;0;0;1;0;0;0,3270326429977176;;339,0;;339,0;356,0;356,0;339,0;271,0;356,0;356,0;339,0;271,0;356,0;356,0;;271,0;356,0;356,0;;271,0;356,0;356,0;339,0;271,0;356,0;356,0;;271,0;356,0;356,0;;271,0;356,0;356,0;;271,0;356,0;356,0;339,0;339,0;356,0;356,0
628;0;0;1;0;0;1;1;0;1;0;0;0,4000605263834488;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;;;784,0;;
629;1;1;0;0;0;0;1;0;1;1;0;0,40568576652300825;;505,0;505,0;505,0;937,0;436,0;327,0;327,0;310,0;310,0;327,0;505,0;937,0;937,0;505,0;327,0;310,0;937,0;505,0;505,0;436,0;436,0;327,0;327,0;310,0;937,0;505,0;327,0;436,0;937,0;505,0;505,0;436,0;937,0;327,0;505,0;310,0;310,0;327,0;327,0;310,0;436,0
630;1;1;1;0;0;1;1;1;0;1;1;0,37927379227994334;775,0;775,0;622,0;97,0;775,0;775,0;775,0;775,0;760,0;451,0;622,0;97,0;760,0;553,0;775,0;97,0;775,0;760,0;775,0;97,0;760,0;553,0;775,0;775,0;775,0;586,0;775,0;775,0;775,0;451,0;97,0;775,0;775,0;586,0;775,0;779,0;775,0;414,0;97,0;775,0;760,0;553,0
631;0;0;0;1;0;1;1;1;0;0;0;0,32725424170934114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;0;1;1;1;0;1;1;1;1;0;0;0,43636214266200457;;;360,0;;975,0;40,0;;;978,0;955,0;;;955,0;489,0;;;40,0;955,0;;;978,0;955,0;797,0;;978,0;955,0;;;975,0;910,0;;;978,0;955,0;;;910,0;978,0;;;910,0;910,0
633;0;1;1;0;1;0;0;1;0;1;1;0,3307811442017577;251,0;251,0;251,0;46,0;251,0;330,0;65,0;251,0;251,0;251,0;65,0;46,0;330,0;330,0;261,0;46,0;251,0;251,0;65,0;46,0;251,0;330,0;261,0;251,0;330,0;251,0;251,0;251,0;330,0;330,0;251,0;251,0;330,0;251,0;65,0;65,0;251,0;251,0;261,0;251,0;251,0;251,0
634;1;0;1;1;1;1;0;0;0;0;1;0,26126785449120665;;693,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0;693,0;257,0;879,0;879,0
635;0;1;0;0;1;1;1;0;1;0;1;0,3386759199133044;;207,0;207,0;399,0;;680,0;207,0;399,0;120,0;823,0;207,0;514,0;;120,0;207,0;399,0;680,0;680,0;207,0;256,0;;296,0;207,0;399,0;;401,0;207,0;514,0;31,0;401,0;207,0;399,0;;680,0;207,0;514,0;561,0;401,0;207,0;256,0;120,0;229,0
636;1;0;1;0;0;0;1;0;1;0;0;0,3976058979133483;;;318,0;;306,0;137,0;318,0;783,0;750,0;500,0;783,0;;306,0;137,0;318,0;;306,0;750,0;318,0;;500,0;306,0;318,0;;998,0;137,0;783,0;;998,0;137,0;783,0;;750,0;998,0;783,0;;998,0;137,0;318,0;;998,0;998,0
637;0;1;1;1;0;1;1;1;1;1;1;0,4867177368443503;;104,0;609,0;24,0;;136,0;24,0;24,0;;231,0;24,0;24,0;659,0;136,0;24,0;24,0;136,0;136,0;24,0;24,0;659,0;136,0;609,0;24,0;136,0;889,0;609,0;24,0;136,0;811,0;609,0;24,0;;136,0;24,0;24,0;;413,0;24,0;24,0;;136,0
638;1;1;1;1;0;1;1;1;1;0;0;0,4456648966321781;;947,0;45,0;45,0;;;354,0;45,0;;;45,0;354,0;;;45,0;;;;910,0;354,0;;;45,0;354,0;;;354,0;354,0;;;354,0;45,0;;;45,0;45,0;;;910,0;45,0;;
639;1;0;0;1;0;0;1;0;1;1;1;0,4235867354574027;134,0;134,0;134,0;134,0;27,0;134,0;134,0;134,0;194,0;27,0;134,0;992,0;194,0;134,0;134,0;992,0;134,0;134,0;134,0;992,0;134,0;134,0;134,0;134,0;134,0;27,0;134,0;992,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0;134,0
640;0;1;0;1;0;1;1;1;1;0;0;0,4213667462761068;;351,0;351,0;;;;;;;;;;;;;;;;351,0;;;;;;;;;;;;;;;;351,0;;;;;;;
641;0;1;0;0;1;0;1;1;0;0;0;0,2814705867636082;;;696,0;;;;696,0;;;;696,0;;;;696,0;;;777,0;696,0;;;;696,0;;;;696,0;;;;696,0;;;;696,0;;;;696,0;;;
642;1;1;0;0;1;0;0;1;0;1;0;0,32560244575831104;;548,0;548,0;280,0;85,0;224,0;280,0;548,0;85,0;85,0;548,0;280,0;537,0;85,0;548,0;548,0;537,0;537,0;548,0;280,0;85,0;85,0;548,0;280,0;696,0;85,0;548,0;280,0;537,0;537,0;280,0;280,0;537,0;224,0;548,0;548,0;85,0;240,0;548,0;280,0;85,0;85,0
643;0;0;1;0;0;1;1;0;0;1;1;0,3287529575641118;;936,0;485,0;485,0;201,0;201,0;234,0;466,0;201,0;201,0;448,0;485,0;201,0;201,0;234,0;466,0;201,0;201,0;448,0;466,0;201,0;201,0;234,0;485,0;201,0;201,0;234,0;485,0;201,0;201,0;448,0;466,0;201,0;201,0;755,0;466,0;201,0;201,0;448,0;485,0;201,0;201,0
644;1;1;0;0;0;1;1;1;0;0;0;0,3193728406089853;;881,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0;569,0;;115,0;115,0
645;1;1;0;0;0;1;0;1;0;1;0;0,35770092897854466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;1;1;1;0;1;0;1;0;0;1;1;0,2835682994137201;;948,0;185,0;948,0;;371,0;185,0;567,0;404,0;292,0;185,0;567,0;158,0;292,0;499,0;567,0;404,0;371,0;499,0;948,0;158,0;292,0;499,0;948,0;;371,0;499,0;567,0;404,0;371,0;970,0;567,0;158,0;404,0;499,0;567,0;404,0;371,0;499,0;567,0;;158,0
647;0;1;1;0;1;0;1;1;1;0;0;0,4098616769730882;101,0;101,0;293,0;101,0;293,0;101,0;101,0;293,0;101,0;293,0;101,0;101,0;101,0;293,0;293,0;293,0;101,0;293,0;293,0;101,0;101,0;293,0;101,0;293,0;293,0;293,0;293,0;293,0;101,0;293,0;293,0;293,0;101,0;101,0;293,0;293,0;101,0;101,0;293,0;582,0;101,0;293,0
648;1;1;0;0;1;1;1;0;1;0;0;0,34717888895510984;;320,0;556,0;556,0;339,0;556,0;556,0;320,0;556,0;556,0;556,0;320,0;556,0;556,0;343,0;556,0;556,0;606,0;556,0;320,0;556,0;339,0;459,0;556,0;606,0;392,0;343,0;320,0;556,0;556,0;459,0;320,0;556,0;339,0;556,0;320,0;606,0;556,0;556,0;320,0;339,0;588,0
649;1;1;1;1;0;1;0;1;0;0;0;0,31840382042365445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;0;1;0;0;1;0;0;0;0;0;0;0,22095835949705905;;;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0;;;272,0;272,0
651;0;1;0;1;1;0;0;0;0;1;1;0,2513396114842193;517,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0;517,0;517,0;254,0;254,0
652;1;1;0;0;0;0;0;0;0;1;1;0,28399222657072426;;422,0;949,0;837,0;371,0;409,0;949,0;837,0;371,0;371,0;837,0;837,0;371,0;371,0;949,0;949,0;158,0;409,0;837,0;837,0;;409,0;837,0;837,0;371,0;409,0;837,0;837,0;371,0;158,0;837,0;837,0;371,0;371,0;837,0;837,0;158,0;158,0;837,0;837,0;371,0;371,0
653;1;1;1;0;0;1;1;1;0;1;1;0,37927379227994334;;97,0;775,0;775,0;451,0;760,0;603,0;97,0;775,0;775,0;775,0;775,0;414,0;775,0;622,0;718,0;760,0;775,0;97,0;775,0;775,0;775,0;603,0;97,0;553,0;775,0;603,0;97,0;760,0;775,0;775,0;97,0;760,0;775,0;603,0;97,0;553,0;760,0;775,0;97,0;775,0;775,0
654;0;1;0;1;1;1;0;0;0;1;0;0,2604741977187395;39,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;1;0;0;1;0;1;1;0;1;1;0;0,4353412056149691;;;;;;119,0;;;;;;29,0;;;;;;119,0;;;;40,0;;29,0;976,0;976,0;;;426,0;975,0;;;;882,0;;;;882,0;;;976,0;426,0
656;0;1;0;0;1;1;1;0;1;1;1;0,3854680873078788;399,0;256,0;256,0;256,0;399,0;399,0;399,0;256,0;399,0;399,0;256,0;256,0;399,0;399,0;256,0;256,0;399,0;399,0;256,0;399,0;399,0;399,0;256,0;256,0;399,0;399,0;399,0;256,0;399,0;399,0;256,0;256,0;399,0;399,0;256,0;256,0;256,0;399,0;256,0;399,0;256,0;399,0
657;1;0;0;1;0;0;1;1;0;1;1;0,3709671697795976;;553,0;244,0;357,0;844,0;764,0;553,0;575,0;764,0;844,0;984,0;875,0;;764,0;553,0;575,0;764,0;203,0;244,0;357,0;203,0;203,0;984,0;357,0;;203,0;244,0;984,0;167,0;764,0;244,0;575,0;113,0;454,0;244,0;415,0;764,0;683,0;575,0;659,0;203,0;203,0
658;1;1;0;0;1;0;0;0;0;0;1;0,22752265729931154;;724,0;404,0;404,0;198,0;198,0;404,0;404,0;220,0;198,0;404,0;404,0;220,0;220,0;404,0;404,0;198,0;198,0;404,0;404,0;220,0;198,0;404,0;404,0;220,0;198,0;404,0;404,0;220,0;220,0;404,0;404,0;220,0;198,0;404,0;404,0;198,0;220,0;404,0;404,0;198,0;198,0
659;1;0;0;1;0;0;0;1;1;1;0;0,4879639578122663;;252,0;252,0;978,0;767,0;289,0;252,0;978,0;896,0;896,0;252,0;545,0;637,0;896,0;252,0;978,0;896,0;597,0;252,0;717,0;637,0;921,0;252,0;545,0;921,0;896,0;252,0;545,0;597,0;921,0;252,0;;767,0;289,0;252,0;545,0;597,0;289,0;252,0;657,0;597,0;896,0
660;0;1;1;0;1;0;1;1;1;1;0;0,4596530832623312;;;101,0;293,0;;;293,0;101,0;;;293,0;293,0;;;101,0;101,0;;;101,0;293,0;;;293,0;101,0;;;101,0;101,0;;;101,0;101,0;;;101,0;101,0;;;101,0;293,0;;
661;1;1;1;1;0;1;1;0;0;0;0;0,2648268129827183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662;1;0;0;0;0;1;0;1;0;0;1;0,3362157965999205;;150,0;987,0;753,0;253,0;253,0;985,0;150,0;253,0;253,0;987,0;150,0;279,0;279,0;985,0;753,0;253,0;253,0;985,0;753,0;279,0;279,0;985,0;753,0;253,0;253,0;987,0;753,0;279,0;279,0;987,0;753,0;279,0;279,0;985,0;753,0;279,0;253,0;985,0;150,0;253,0;279,0
663;1;1;1;0;1;1;0;1;1;1;0;0,4731443360293866;;530,0;530,0;478,0;354,0;929,0;427,0;478,0;572,0;354,0;427,0;941,0;314,0;572,0;530,0;478,0;159,0;784,0;427,0;478,0;584,0;354,0;530,0;920,0;159,0;354,0;427,0;478,0;354,0;45,0;530,0;478,0;45,0;354,0;530,0;478,0;354,0;159,0;530,0;478,0;314,0;314,0
664;1;1;1;1;0;0;1;0;0;1;0;0,29604412383715845;;115,0;;;;;;;;;;;;;;;;;;;;;;115,0;;;;;;;;;;;;;;;;;;
665;0;1;1;1;0;1;1;0;1;0;0;0,3664790358031816;797,0;808,0;118,0;797,0;808,0;808,0;797,0;808,0;81,0;808,0;797,0;808,0;797,0;81,0;797,0;797,0;81,0;797,0;797,0;808,0;81,0;797,0;118,0;808,0;81,0;81,0;797,0;808,0;808,0;81,0;797,0;808,0;81,0;797,0;797,0;808,0;797,0;81,0;797,0;808,0;81,0;808,0
666;0;1;1;1;0;1;1;1;0;0;0;0,31705153349039034;;537,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
667;1;1;1;0;1;1;0;1;0;0;1;0,30539450329844203;;201,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0;411,0;61,0;364,0;364,0
668;0;1;1;0;1;0;0;1;1;0;1;0,4022649977871513;;839,0;535,0;183,0;558,0;850,0;182,0;183,0;558,0;558,0;182,0;183,0;558,0;558,0;182,0;183,0;558,0;850,0;182,0;183,0;558,0;558,0;182,0;183,0;558,0;558,0;182,0;183,0;558,0;850,0;182,0;183,0;558,0;850,0;182,0;183,0;850,0;850,0;182,0;183,0;558,0;850,0
669;1;1;0;1;1;0;0;0;1;0;0;0,3218844036654647;;;;391,0;799,0;432,0;;;432,0;432,0;;391,0;432,0;432,0;;391,0;432,0;799,0;;;;799,0;;;799,0;799,0;;;432,0;799,0;;391,0;432,0;85,0;;;432,0;799,0;;;799,0;799,0
670;1;0;1;0;1;0;1;1;1;1;0;0,49598729552097903;515,0;515,0;896,0;515,0;515,0;427,0;918,0;515,0;171,0;550,0;918,0;515,0;111,0;15,0;515,0;918,0;515,0;515,0;562,0;562,0;550,0;550,0;515,0;918,0;918,0;111,0;562,0;562,0;550,0;171,0;562,0;515,0;918,0;550,0;896,0;515,0;15,0;15,0;918,0;918,0;515,0;515,0
671;1;1;0;0;0;0;0;0;1;1;1;0,3981142721923324;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0;483,0
672;0;0;1;0;0;0;1;1;1;1;0;0,5102541271246389;379,0;379,0;218,0;962,0;379,0;379,0;218,0;379,0;379,0;474,0;218,0;379,0;846,0;379,0;379,0;379,0;846,0;846,0;218,0;379,0;379,0;846,0;379,0;379,0;379,0;745,0;218,0;379,0;379,0;379,0;379,0;379,0;379,0;846,0;379,0;962,0;846,0;379,0;218,0;379,0;846,0;846,0
673;0;0;1;0;1;1;0;1;1;0;1;0,4402590906991828;;534,0;534,0;844,0;708,0;708,0;416,0;844,0;565,0;708,0;534,0;416,0;565,0;708,0;416,0;844,0;708,0;565,0;839,0;416,0;565,0;708,0;839,0;416,0;385,0;385,0;416,0;416,0;;708,0;534,0;534,0;565,0;565,0;416,0;416,0;349,0;708,0;534,0;416,0;565,0;565,0
674;0;1;1;1;0;1;1;0;0;0;1;0,2575450758264872;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0;564,0
675;0;1;1;1;0;0;1;0;1;1;0;0,4031086637755839;;;;;;;;;;;;;;;;;;;;862,0;;;;;;;;;;;;;;;;;;;;;;
676;1;0;0;0;1;1;1;0;1;0;0;0,3720313372326688;147,0;147,0;147,0;700,0;981,0;147,0;147,0;147,0;147,0;981,0;147,0;700,0;95,0;95,0;147,0;147,0;95,0;147,0;700,0;147,0;981,0;981,0;700,0;700,0;147,0;981,0;147,0;700,0;147,0;147,0;700,0;700,0;981,0;717,0;147,0;700,0;981,0;147,0;700,0;147,0;95,0;981,0
677;1;0;0;1;1;1;0;1;1;1;1;0,4762705303065715;;785,0;300,0;300,0;865,0;865,0;300,0;300,0;;865,0;300,0;300,0;;188,0;300,0;300,0;;355,0;300,0;342,0;188,0;188,0;300,0;300,0;;865,0;785,0;300,0;865,0;865,0;300,0;300,0;865,0;865,0;300,0;300,0;;355,0;300,0;300,0;865,0;418,0
678;0;0;1;1;0;0;0;1;0;0;0;0,3232494239249117;;;;;224,0;240,0;;;240,0;537,0;;;240,0;224,0;;;240,0;85,0;;;432,0;696,0;;177,0;240,0;696,0;;;240,0;224,0;;;240,0;432,0;;;240,0;696,0;;;537,0;696,0
679;1;0;1;0;1;0;0;0;0;0;0;0,25861564379346;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;;814,0;;;
680;1;1;1;1;1;0;1;1;0;1;0;0,33858514900450865;336,0;336,0;336,0;397,0;336,0;635,0;336,0;336,0;336,0;336,0;336,0;397,0;336,0;336,0;397,0;336,0;635,0;635,0;336,0;397,0;83,0;336,0;336,0;336,0;838,0;336,0;336,0;336,0;538,0;83,0;336,0;397,0;16,0;635,0;397,0;397,0;336,0;83,0;336,0;397,0;336,0;336,0
681;0;0;0;0;1;1;1;1;0;0;1;0,3140499288889575;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0;193,0
682;1;1;1;0;0;1;0;1;1;1;0;0,4968212095309558;427,0;427,0;427,0;530,0;545,0;545,0;530,0;427,0;918,0;427,0;530,0;751,0;427,0;545,0;427,0;427,0;530,0;530,0;530,0;530,0;530,0;427,0;427,0;530,0;530,0;427,0;530,0;530,0;545,0;545,0;427,0;427,0;545,0;15,0;427,0;427,0;530,0;530,0;427,0;530,0;530,0;550,0
683;0;0;0;0;0;1;0;1;0;1;0;0,3739885722809189;;;112,0;;147,0;95,0;112,0;;;783,0;767,0;;;981,0;767,0;;147,0;717,0;112,0;;147,0;147,0;597,0;;783,0;783,0;740,0;;783,0;981,0;;;783,0;981,0;767,0;;147,0;657,0;;;;95,0
684;0;1;0;0;0;1;0;1;0;1;1;0,3490780571151397;4,0;387,0;4,0;387,0;4,0;4,0;4,0;387,0;164,0;4,0;4,0;387,0;164,0;164,0;4,0;387,0;;180,0;4,0;387,0;387,0;180,0;4,0;387,0;164,0;387,0;4,0;387,0;153,0;4,0;4,0;387,0;387,0;164,0;4,0;387,0;387,0;180,0;4,0;387,0;164,0;4,0
685;0;1;0;1;1;1;1;1;0;1;0;0,32726223314939284;;;;78,0;;;;78,0;;;;777,0;;;;777,0;;;;78,0;;;;49,0;;;;49,0;;;;777,0;;;;49,0;;;;777,0;;
686;0;0;0;0;1;0;0;1;0;1;0;0,3412049358537549;;237,0;719,0;719,0;877,0;462,0;719,0;719,0;462,0;462,0;719,0;719,0;877,0;462,0;719,0;719,0;902,0;877,0;719,0;719,0;877,0;877,0;719,0;719,0;462,0;902,0;767,0;719,0;462,0;877,0;597,0;719,0;877,0;462,0;719,0;719,0;462,0;462,0;719,0;719,0;877,0;462,0
687;0;1;1;0;1;0;0;1;0;1;1;0,3307811442017577;;261,0;65,0;251,0;330,0;251,0;251,0;46,0;330,0;330,0;251,0;251,0;251,0;251,0;251,0;251,0;330,0;330,0;251,0;251,0;330,0;251,0;251,0;46,0;251,0;330,0;65,0;46,0;251,0;251,0;65,0;125,0;251,0;330,0;251,0;251,0;330,0;330,0;251,0;46,0;330,0;330,0
688;0;0;1;1;0;0;0;0;0;1;1;0,3041754275910327;;464,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0;464,0;113,0;826,0;826,0
